transacao_id,categoria_produto,split,valor_total,desconto,valor_total_bucket,desconto_bucket
82633,Máquinas,test,3609.1,147.66,0,0
82634,Máquinas,test,14555.21,1064.67,1,2
82635,Máquinas,test,47552.2,5973.3,6,8
82636,Fertilizantes,test,4115.87,164.03,3,2
82637,Sementes,test,4556.27,644.77,5,8
82638,Defensivos,test,3394.49,230.35,3,4
82639,Máquinas,test,4221.92,237.43,0,0
82640,Defensivos,test,16405.25,668.83,9,8
82641,Máquinas,test,22758.77,501.23,3,0
82642,Sementes,test,3515.55,214.17,4,4
82643,Fertilizantes,test,1426.09,78.53,1,1
82644,Fertilizantes,test,5148.57,319.34,4,4
82645,Máquinas,test,73619.35,2414.27,7,5
82646,Sementes,test,4836.25,319.85,5,5
82647,Defensivos,test,2188.7,97.86,2,1
82648,Máquinas,test,6747.19,569.72,0,1
82649,Máquinas,test,37714.87,2135.13,4,4
82650,Fertilizantes,test,2184.55,179.6,1,3
82651,Máquinas,test,67081.44,6538.11,7,8
82652,Máquinas,test,12962.76,1385.84,1,3
82653,Defensivos,test,1839.89,83.77,1,1
82654,Fertilizantes,test,5961.28,439.4,5,6
82655,Máquinas,test,70519.19,8654.35,7,9
82656,Fertilizantes,test,5870.32,213.12,5,3
82657,Fertilizantes,test,4094.08,283.16,3,4
82658,Fertilizantes,test,16727.99,2134.57,9,9
82659,Defensivos,test,11785.72,66.78,8,1
82660,Máquinas,test,10782.68,1288.6,1,3
82661,Sementes,test,4810.47,220.73,5,4
82662,Máquinas,test,60827.96,3105.04,7,6
82663,Máquinas,test,26557.98,2373.66,3,5
82664,Máquinas,test,17553.14,537.43,2,1
82665,Fertilizantes,test,4580.27,180.49,4,3
82666,Defensivos,test,4803.91,38.41,5,0
82667,Defensivos,test,7381.29,701.21,7,8
82668,Defensivos,test,4526.67,262.41,4,4
82669,Máquinas,test,28687.99,1908.41,3,4
82670,Sementes,test,1955.54,75.52,2,1
82671,Fertilizantes,test,243.0,17.05,0,0
82672,Máquinas,test,7616.2,539.73,0,1
82673,Máquinas,test,22590.05,833.35,3,1
82674,Defensivos,test,6591.5,808.36,6,8
82675,Fertilizantes,test,13406.65,690.45,9,7
82676,Máquinas,test,9348.82,408.63,0,0
82677,Máquinas,test,3659.4,285.36,0,0
82678,Sementes,test,4625.19,466.01,5,7
82679,Máquinas,test,8899.97,304.34,0,0
82680,Defensivos,test,3920.31,535.95,4,7
82681,Máquinas,test,9876.89,1111.25,1,2
82682,Sementes,test,2192.23,193.43,2,3
82683,Fertilizantes,test,5848.65,436.23,5,6
82684,Sementes,test,1621.1,12.79,1,0
82685,Máquinas,test,44920.7,3378.04,5,6
82686,Fertilizantes,test,4970.04,416.4,4,6
82687,Máquinas,test,33496.35,2585.13,4,5
82688,Sementes,test,5187.62,261.39,5,4
82689,Máquinas,test,74996.73,6950.07,7,8
82690,Máquinas,test,25418.27,1949.19,3,4
82691,Sementes,test,1483.17,26.61,1,0
82692,Máquinas,test,2256.88,60.94,0,0
82693,Fertilizantes,test,40834.27,707.93,9,8
82694,Máquinas,test,286773.65,21987.85,9,9
82695,Máquinas,test,45119.08,2215.02,5,4
82696,Sementes,test,3726.09,92.61,4,1
82697,Defensivos,test,2034.12,58.56,2,0
82698,Máquinas,test,55000.65,5766.71,6,8
82699,Máquinas,test,39073.99,2485.36,5,5
82700,Fertilizantes,test,589.99,24.49,0,0
82701,Defensivos,test,13121.59,297.95,9,5
82702,Máquinas,test,47574.58,1745.07,6,3
82703,Fertilizantes,test,7530.38,99.22,6,1
82704,Sementes,test,18369.25,3075.65,9,9
82705,Máquinas,test,77600.85,6422.15,8,8
82706,Sementes,test,8266.2,870.9,8,9
82707,Sementes,test,3482.53,173.39,4,3
82708,Máquinas,test,64815.79,2311.57,7,4
82709,Máquinas,test,66332.88,4175.43,7,7
82710,Máquinas,test,48102.15,3030.51,6,5
82711,Máquinas,test,68370.72,5340.48,7,7
82712,Defensivos,test,8868.19,180.47,7,3
82713,Fertilizantes,test,2121.59,58.58,1,0
82714,Sementes,test,5088.12,284.64,5,5
82715,Defensivos,test,8957.37,314.01,7,5
82716,Sementes,test,11692.43,1565.29,9,9
82717,Máquinas,test,10629.91,461.69,1,0
82718,Máquinas,test,22166.44,1933.01,2,4
82719,Defensivos,test,10707.24,1297.83,8,9
82720,Defensivos,test,19507.78,1956.12,9,9
82721,Fertilizantes,test,8771.77,541.59,7,7
82722,Defensivos,test,6652.56,193.92,6,3
82723,Sementes,test,1158.87,104.91,1,2
82724,Sementes,test,694.03,41.45,0,0
82725,Defensivos,test,7307.02,369.68,7,5
82726,Sementes,test,898.26,48.93,0,0
82727,Fertilizantes,test,8598.6,948.6,7,8
82728,Sementes,test,1873.7,245.29,2,4
82729,Sementes,test,2958.06,159.06,3,3
82730,Defensivos,test,4886.57,410.79,5,6
82731,Máquinas,test,23060.77,3242.72,3,6
82732,Defensivos,test,1671.45,123.63,1,2
82733,Defensivos,test,8275.23,449.67,7,6
82734,Sementes,test,2835.52,84.98,3,1
82735,Defensivos,test,7567.64,664.04,7,8
82736,Defensivos,test,6294.65,389.35,6,6
82737,Defensivos,test,6090.97,210.43,6,3
82738,Máquinas,test,48551.71,2935.49,6,5
82739,Máquinas,test,192490.74,15762.6,9,9
82740,Máquinas,test,22135.07,1618.21,2,3
82741,Defensivos,test,11593.86,610.04,8,7
82742,Fertilizantes,test,3846.3,104.4,3,1
82743,Máquinas,test,20290.81,882.89,2,2
82744,Fertilizantes,test,13677.52,885.47,9,8
82745,Sementes,test,2810.41,83.73,3,1
82746,Sementes,test,5923.06,149.44,6,3
82747,Sementes,test,6178.11,68.83,6,1
82748,Fertilizantes,test,998.05,99.63,0,1
82749,Máquinas,test,21650.0,802.2,2,1
82750,Defensivos,test,4283.39,377.41,4,6
82751,Fertilizantes,test,754.77,53.44,0,0
82752,Fertilizantes,test,10098.41,861.51,8,8
82753,Máquinas,test,14973.9,1949.16,1,4
82754,Defensivos,test,7839.05,449.75,7,6
82755,Máquinas,test,24681.42,1490.88,3,3
82756,Defensivos,test,4509.07,488.12,4,7
82757,Máquinas,test,38338.41,3186.87,5,6
82758,Fertilizantes,test,4383.38,719.41,4,8
82759,Defensivos,test,8172.75,537.25,7,7
82760,Máquinas,test,55383.92,6322.48,6,8
82761,Máquinas,test,10485.66,485.47,1,0
82762,Máquinas,test,26232.6,2032.62,3,4
82763,Fertilizantes,test,12408.77,505.42,8,6
82764,Sementes,test,10347.83,826.47,8,9
82765,Fertilizantes,test,2482.82,79.98,2,1
82766,Sementes,test,13758.0,1991.36,9,9
82767,Fertilizantes,test,4350.04,63.56,4,0
82768,Sementes,test,2398.22,65.68,2,1
82769,Defensivos,test,1614.38,63.06,1,1
82770,Máquinas,test,58622.95,7012.53,6,8
82771,Sementes,test,5488.58,242.26,6,4
82772,Máquinas,test,30030.59,2522.61,4,5
82773,Fertilizantes,test,1106.32,140.11,0,2
82774,Máquinas,test,61663.45,868.31,7,1
82775,Máquinas,test,21736.75,1793.41,2,4
82776,Máquinas,test,47705.95,4201.13,6,7
82777,Defensivos,test,1518.85,94.59,1,1
82778,Sementes,test,9710.9,697.1,8,8
82779,Máquinas,test,67483.68,1627.92,7,3
82780,Defensivos,test,1313.5,28.48,1,0
82781,Fertilizantes,test,2345.33,172.24,2,2
82782,Defensivos,test,21271.47,1774.23,9,9
82783,Fertilizantes,test,9406.44,1008.12,7,9
82784,Defensivos,test,6284.72,132.74,6,2
82785,Máquinas,test,30970.94,2128.98,4,4
82786,Máquinas,test,147117.51,4834.59,9,7
82787,Máquinas,test,49127.5,4266.26,6,7
82788,Sementes,test,7470.73,52.67,7,0
82789,Sementes,test,5522.15,377.31,6,6
82790,Defensivos,test,578.54,32.65,0,0
82791,Fertilizantes,test,3573.7,297.82,3,4
82792,Defensivos,test,5636.97,455.08,5,6
82793,Defensivos,test,9372.57,304.09,8,5
82794,Máquinas,test,55612.86,4334.66,6,7
82795,Defensivos,test,714.92,29.68,0,0
82796,Fertilizantes,test,11000.87,1349.63,8,9
82797,Fertilizantes,test,13187.66,548.68,9,7
82798,Máquinas,test,18509.26,897.62,2,2
82799,Sementes,test,4912.94,669.13,5,8
82800,Sementes,test,3163.71,65.09,3,1
82801,Sementes,test,2986.2,143.4,3,2
82802,Defensivos,test,11465.59,541.41,8,7
82803,Sementes,test,4972.99,208.13,5,4
82804,Defensivos,test,1215.38,74.42,1,1
82805,Sementes,test,2056.62,244.62,2,4
82806,Máquinas,test,45316.1,4854.94,5,7
82807,Defensivos,test,3695.85,320.4,4,5
82808,Fertilizantes,test,1011.56,59.39,0,0
82809,Máquinas,test,111378.12,1262.88,9,2
82810,Sementes,test,5701.63,97.25,6,1
82811,Máquinas,test,7938.46,479.18,0,0
82812,Máquinas,test,97016.84,7915.86,8,8
82813,Sementes,test,10816.73,368.17,9,6
82814,Sementes,test,7584.26,110.94,7,2
82815,Sementes,test,4653.99,197.41,5,3
82816,Sementes,test,6038.2,437.66,6,7
82817,Fertilizantes,test,7303.52,232.54,6,3
82818,Sementes,test,5483.36,400.93,6,6
82819,Fertilizantes,test,4854.57,339.72,4,5
82820,Máquinas,test,6951.59,132.7,0,0
82821,Máquinas,test,5789.81,629.12,0,1
82822,Sementes,test,2529.27,83.73,2,1
82823,Fertilizantes,test,4080.97,498.33,3,6
82824,Máquinas,test,19264.47,344.79,2,0
82825,Máquinas,test,43173.4,896.44,5,2
82826,Máquinas,test,40603.35,2667.3,5,5
82827,Máquinas,test,2506.33,78.81,0,0
82828,Defensivos,test,5844.84,495.06,6,7
82829,Defensivos,test,8151.81,370.59,7,5
82830,Sementes,test,9749.21,1107.85,8,9
82831,Defensivos,test,24050.23,425.27,9,6
82832,Máquinas,test,43381.34,4063.46,5,7
82833,Máquinas,test,7035.54,287.1,0,0
82834,Máquinas,test,53750.87,2709.19,6,5
82835,Máquinas,test,8102.97,417.6,0,0
82836,Defensivos,test,1213.02,135.56,1,2
82837,Defensivos,test,4737.26,183.82,5,3
82838,Fertilizantes,test,879.98,135.26,0,2
82839,Máquinas,test,5938.42,587.34,0,1
82840,Defensivos,test,5887.58,609.34,6,7
82841,Fertilizantes,test,2471.88,217.57,2,3
82842,Máquinas,test,12656.26,1212.77,1,2
82843,Máquinas,test,111477.93,9042.63,9,9
82844,Máquinas,test,37763.85,3300.36,5,6
82845,Defensivos,test,1968.84,151.12,1,2
82846,Máquinas,test,79932.83,917.68,8,2
82847,Máquinas,test,45204.71,1353.91,5,3
82848,Sementes,test,1684.1,154.46,1,3
82849,Máquinas,test,8229.0,329.67,0,0
82850,Defensivos,test,13661.91,1681.92,9,9
82851,Máquinas,test,20754.16,1491.83,2,3
82852,Fertilizantes,test,2048.18,122.02,1,2
82853,Máquinas,test,48606.6,5491.23,6,8
82854,Sementes,test,1762.89,91.17,1,1
82855,Fertilizantes,test,4275.17,614.23,4,7
82856,Fertilizantes,test,12796.13,602.12,8,7
82857,Fertilizantes,test,4343.68,584.12,4,7
82858,Máquinas,test,20902.13,1194.89,2,2
82859,Defensivos,test,3315.4,162.26,3,3
82860,Máquinas,test,33964.57,2130.23,4,4
82861,Máquinas,test,58855.78,4601.42,7,7
82862,Fertilizantes,test,23965.56,1954.94,9,9
82863,Máquinas,test,23385.58,1494.45,3,3
82864,Sementes,test,2867.11,185.49,3,3
82865,Defensivos,test,6537.66,408.3,6,6
82866,Sementes,test,1399.83,146.5,1,2
82867,Defensivos,test,633.89,9.63,0,0
82868,Máquinas,test,79795.14,2162.73,8,4
82869,Fertilizantes,test,16237.51,358.59,9,5
82870,Defensivos,test,2584.72,363.32,2,5
82871,Máquinas,test,14758.5,672.36,1,1
82872,Fertilizantes,test,8930.39,794.01,7,8
82873,Sementes,test,9646.89,1100.55,8,9
82874,Fertilizantes,test,3659.05,102.02,3,1
82875,Sementes,test,9140.66,602.3,8,8
82876,Defensivos,test,2515.23,270.05,2,4
82877,Fertilizantes,test,13097.04,684.48,9,7
82878,Sementes,test,6073.48,144.48,6,2
82879,Máquinas,test,35252.8,3976.34,4,6
82880,Defensivos,test,4999.8,318.52,5,5
82881,Sementes,test,3072.18,76.37,3,1
82882,Fertilizantes,test,5851.15,180.53,5,3
82883,Defensivos,test,7712.09,643.41,7,8
82884,Sementes,test,9384.93,227.15,8,4
82885,Máquinas,test,7713.36,95.52,0,0
82886,Fertilizantes,test,5988.89,267.37,5,4
82887,Defensivos,test,1656.05,142.09,1,2
82888,Sementes,test,2432.24,24.86,2,0
82889,Máquinas,test,110110.97,8810.14,9,9
82890,Defensivos,test,15783.79,976.56,9,9
82891,Máquinas,test,47669.7,2908.31,6,5
82892,Sementes,test,1688.05,140.78,1,2
82893,Defensivos,test,11676.07,1134.35,8,9
82894,Máquinas,test,24249.56,3717.76,3,6
82895,Máquinas,test,46058.4,2532.75,5,5
82896,Fertilizantes,test,4814.59,256.77,4,4
82897,Máquinas,test,84834.77,4390.63,8,7
82898,Sementes,test,10478.46,655.98,8,8
82899,Máquinas,test,51062.64,2810.76,6,5
82900,Máquinas,test,6899.62,993.88,0,2
82901,Fertilizantes,test,10154.57,436.54,8,6
82902,Máquinas,test,57092.71,5321.77,6,7
82903,Fertilizantes,test,11522.19,1644.32,8,9
82904,Máquinas,test,5870.63,341.76,0,0
82905,Fertilizantes,test,4342.04,286.76,4,4
82906,Máquinas,test,14120.82,1748.78,1,3
82907,Máquinas,test,49101.22,2564.3,6,5
82908,Máquinas,test,38519.24,2026.32,5,4
82909,Máquinas,test,79115.46,3202.94,8,6
82910,Máquinas,test,11847.95,134.13,1,0
82911,Fertilizantes,test,10115.37,360.41,8,5
82912,Máquinas,test,18495.36,735.6,2,1
82913,Fertilizantes,test,7885.07,364.43,7,5
82914,Máquinas,test,10076.9,660.1,1,1
82915,Máquinas,test,6362.32,470.38,0,0
82916,Máquinas,test,25884.47,2315.05,3,4
82917,Fertilizantes,test,3210.9,236.4,3,3
82918,Máquinas,test,9575.67,637.48,0,1
82919,Máquinas,test,41719.68,2600.28,5,5
82920,Defensivos,test,3833.35,377.61,4,6
82921,Máquinas,test,84119.36,10815.6,8,9
82922,Fertilizantes,test,1278.01,52.69,0,0
82923,Máquinas,test,28327.85,1025.91,3,2
82924,Máquinas,test,61339.91,4689.79,7,7
82925,Fertilizantes,test,3992.0,578.44,3,7
82926,Sementes,test,3363.28,444.47,3,7
82927,Máquinas,test,88140.62,4187.98,8,7
82928,Fertilizantes,test,5988.44,252.86,5,4
82929,Máquinas,test,40960.48,3211.17,5,6
82930,Sementes,test,9452.48,833.32,8,9
82931,Máquinas,test,88827.37,2572.13,8,5
82932,Defensivos,test,6843.88,1058.06,6,9
82933,Defensivos,test,3854.32,289.08,4,5
82934,Máquinas,test,19148.21,2384.99,2,5
82935,Sementes,test,4485.17,289.83,5,5
82936,Fertilizantes,test,7357.64,198.96,6,3
82937,Defensivos,test,5531.34,686.06,5,8
82938,Máquinas,test,56029.19,8138.59,6,9
82939,Máquinas,test,18971.5,1149.22,2,2
82940,Máquinas,test,34988.34,3005.56,4,5
82941,Defensivos,test,12920.39,441.98,9,6
82942,Máquinas,test,106917.78,6206.07,9,8
82943,Fertilizantes,test,3514.57,228.05,3,3
82944,Máquinas,test,15458.51,1736.37,1,3
82945,Sementes,test,5073.64,396.28,5,6
82946,Máquinas,test,11451.0,1450.45,1,3
82947,Sementes,test,2746.17,173.37,3,3
82948,Máquinas,test,14287.61,2464.09,1,5
82949,Sementes,test,7422.03,451.47,7,7
82950,Sementes,test,3744.65,190.75,4,3
82951,Máquinas,test,56472.75,2330.4,6,4
82952,Defensivos,test,6090.93,862.59,6,8
82953,Fertilizantes,test,8494.53,479.73,7,6
82954,Máquinas,test,19005.84,1113.6,2,2
82955,Defensivos,test,11236.53,327.61,8,5
82956,Máquinas,test,21037.04,647.36,2,1
82957,Máquinas,test,16450.38,2129.42,2,4
82958,Máquinas,test,45734.41,3238.07,5,6
82959,Defensivos,test,8094.99,441.69,7,6
82960,Máquinas,test,153216.76,13563.77,9,9
82961,Defensivos,test,4806.36,96.12,5,1
82962,Máquinas,test,50473.68,4268.43,6,7
82963,Máquinas,test,13677.26,837.81,1,1
82964,Defensivos,test,4797.99,258.11,5,4
82965,Máquinas,test,34052.39,2066.98,4,4
82966,Máquinas,test,12397.01,740.53,1,1
82967,Defensivos,test,3257.41,134.45,3,2
82968,Máquinas,test,56349.21,3801.72,6,6
82969,Fertilizantes,test,4296.69,169.11,4,2
82970,Defensivos,test,3317.78,175.54,3,3
82971,Sementes,test,2339.16,228.9,2,4
82972,Máquinas,test,29830.89,4566.48,4,7
82973,Sementes,test,5354.48,127.4,6,2
82974,Fertilizantes,test,11387.8,574.01,8,7
82975,Máquinas,test,109632.19,12697.07,9,9
82976,Defensivos,test,1999.06,131.04,1,2
82977,Máquinas,test,2864.0,196.57,0,0
82978,Sementes,test,1915.81,199.25,2,3
82979,Máquinas,test,41527.77,2038.71,5,4
82980,Máquinas,test,46850.66,2510.19,6,5
82981,Fertilizantes,test,1438.82,82.3,1,1
82982,Defensivos,test,422.75,12.29,0,0
82983,Fertilizantes,test,16855.9,1491.95,9,9
82984,Fertilizantes,test,2492.02,190.9,2,3
82985,Sementes,test,4767.93,170.87,5,3
82986,Fertilizantes,test,20791.25,2257.65,9,9
82987,Máquinas,test,90021.21,3338.79,8,6
82988,Defensivos,test,2150.31,256.36,2,4
82989,Defensivos,test,7455.5,1205.92,7,9
82990,Máquinas,test,31124.38,2097.3,4,4
82991,Fertilizantes,test,1438.45,58.77,1,0
82992,Defensivos,test,12135.63,267.25,8,4
82993,Máquinas,test,37614.58,2110.12,4,4
82994,Defensivos,test,2188.98,334.1,2,5
82995,Defensivos,test,13108.12,701.83,9,8
82996,Máquinas,test,76572.57,11402.73,8,9
82997,Defensivos,test,2156.13,171.13,2,3
82998,Defensivos,test,4330.58,576.92,4,7
82999,Sementes,test,10270.03,824.17,8,9
83000,Fertilizantes,test,8195.38,848.27,7,8
83001,Máquinas,test,27897.78,1037.26,3,2
83002,Fertilizantes,test,5016.11,261.99,4,4
83003,Defensivos,test,1301.83,70.93,1,1
83004,Sementes,test,13448.8,1211.8,9,9
83005,Defensivos,test,11008.39,993.2,8,9
83006,Sementes,test,1700.17,277.35,1,5
83007,Sementes,test,15746.86,692.63,9,8
83008,Defensivos,test,1303.18,86.77,1,1
83009,Máquinas,test,17477.48,1052.24,2,2
83010,Máquinas,test,119191.12,5055.59,9,7
83011,Defensivos,test,3306.94,145.26,3,2
83012,Sementes,test,18308.94,1343.19,9,9
83013,Sementes,test,5499.73,69.82,6,1
83014,Máquinas,test,107792.96,1422.4,9,3
83015,Sementes,test,5958.26,320.86,6,5
83016,Máquinas,test,118973.59,12056.69,9,9
83017,Máquinas,test,93899.26,4532.04,8,7
83018,Defensivos,test,1795.21,124.74,1,2
83019,Fertilizantes,test,907.48,99.54,0,1
83020,Máquinas,test,89036.25,5950.55,8,8
83021,Fertilizantes,test,31658.98,4001.22,9,9
83022,Fertilizantes,test,12048.87,1451.37,8,9
83023,Sementes,test,6206.39,651.29,6,8
83024,Sementes,test,2237.6,33.22,2,0
83025,Fertilizantes,test,2692.21,130.23,2,2
83026,Sementes,test,11352.01,676.99,9,8
83027,Fertilizantes,test,4952.9,476.86,4,6
83028,Defensivos,test,10909.59,1108.29,8,9
83029,Defensivos,test,5905.52,427.9,6,6
83030,Fertilizantes,test,7612.29,951.87,6,8
83031,Máquinas,test,24668.76,2948.16,3,5
83032,Máquinas,test,19876.24,1930.04,2,4
83033,Máquinas,test,33165.53,3533.03,4,6
83034,Máquinas,test,62106.99,3694.41,7,6
83035,Máquinas,test,18459.05,2810.91,2,5
83036,Sementes,test,1022.24,9.6,0,0
83037,Defensivos,test,6220.96,385.22,6,6
83038,Sementes,test,9113.68,785.24,8,8
83039,Sementes,test,1015.16,60.78,0,1
83040,Fertilizantes,test,1349.26,67.26,0,0
83041,Defensivos,test,6218.84,799.48,6,8
83042,Sementes,test,240.9,30.02,0,0
83043,Defensivos,test,2592.19,86.72,2,1
83044,Fertilizantes,test,4190.94,142.36,4,2
83045,Máquinas,test,8853.93,298.31,0,0
83046,Fertilizantes,test,2809.53,451.77,2,6
83047,Máquinas,test,6008.72,291.14,0,0
83048,Fertilizantes,test,4280.96,118.48,4,1
83049,Defensivos,test,2299.94,333.8,2,5
83050,Fertilizantes,test,6368.99,208.41,6,3
83051,Defensivos,test,1402.83,123.97,1,2
83052,Sementes,test,16236.16,1919.84,9,9
83053,Defensivos,test,3450.37,90.98,3,1
83054,Defensivos,test,10484.17,508.97,8,7
83055,Sementes,test,7808.97,167.61,7,3
83056,Máquinas,test,27537.12,936.88,3,2
83057,Sementes,test,23653.31,813.39,9,8
83058,Fertilizantes,test,1217.66,70.71,0,0
83059,Defensivos,test,856.1,95.94,0,1
83060,Fertilizantes,test,5557.82,75.38,5,1
83061,Fertilizantes,test,14283.85,1774.97,9,9
83062,Defensivos,test,3545.27,102.34,3,1
83063,Fertilizantes,test,7432.81,185.78,6,3
83064,Fertilizantes,test,16142.73,1539.11,9,9
83065,Defensivos,test,2625.73,363.75,2,5
83066,Defensivos,test,13613.47,460.03,9,6
83067,Defensivos,test,9839.7,609.5,8,7
83068,Fertilizantes,test,4056.03,291.99,3,4
83069,Sementes,test,13937.73,704.91,9,8
83070,Defensivos,test,3533.07,107.29,3,1
83071,Defensivos,test,7967.38,608.67,7,7
83072,Fertilizantes,test,8189.69,298.79,7,4
83073,Máquinas,test,98239.31,9405.78,8,9
83074,Máquinas,test,58283.02,3494.29,6,6
83075,Máquinas,test,8582.0,760.36,0,1
83076,Defensivos,test,9448.3,954.19,8,9
83077,Máquinas,test,9639.08,713.34,0,1
83078,Máquinas,test,33973.46,2324.74,4,4
83079,Máquinas,test,42503.51,3690.49,5,6
83080,Máquinas,test,56999.85,6759.3,6,8
83081,Sementes,test,6223.91,337.57,6,5
83082,Defensivos,test,2412.16,112.09,2,2
83083,Sementes,test,5445.76,101.67,6,2
83084,Sementes,test,4002.18,323.77,4,5
83085,Máquinas,test,4898.0,267.67,0,0
83086,Defensivos,test,6287.05,342.41,6,5
83087,Máquinas,test,25472.95,1596.71,3,3
83088,Máquinas,test,36757.96,2310.72,4,4
83089,Máquinas,test,51135.82,2363.51,6,5
83090,Sementes,test,25437.18,813.32,9,8
83091,Defensivos,test,3979.68,574.32,4,7
83092,Máquinas,test,101092.43,2961.57,8,5
83093,Defensivos,test,368.69,12.7,0,0
83094,Defensivos,test,3436.05,456.09,3,6
83095,Máquinas,test,47274.93,5684.06,6,8
83096,Sementes,test,3724.5,383.1,4,6
83097,Fertilizantes,test,1766.74,65.92,1,0
83098,Máquinas,test,139333.24,6924.56,9,8
83099,Fertilizantes,test,6497.39,419.94,6,6
83100,Fertilizantes,test,9325.73,465.71,7,6
83101,Máquinas,test,6154.32,247.0,0,0
83102,Defensivos,test,3994.09,423.71,4,6
83103,Sementes,test,4335.23,328.24,5,5
83104,Defensivos,test,7310.42,842.68,7,8
83105,Máquinas,test,21577.21,2886.45,2,5
83106,Fertilizantes,test,528.74,50.06,0,0
83107,Fertilizantes,test,1079.36,46.54,0,0
83108,Máquinas,test,21070.35,316.96,2,0
83109,Fertilizantes,test,7618.66,470.36,6,6
83110,Máquinas,test,66013.49,4737.95,7,7
83111,Máquinas,test,119755.94,10579.74,9,9
83112,Máquinas,test,13323.46,597.11,1,1
83113,Sementes,test,1419.44,84.93,1,1
83114,Sementes,test,17277.51,1769.29,9,9
83115,Máquinas,test,15984.1,1721.48,1,3
83116,Máquinas,test,72243.66,3472.5,7,6
83117,Defensivos,test,637.7,37.72,0,0
83118,Fertilizantes,test,3469.08,310.6,3,4
83119,Máquinas,test,55751.84,6387.4,6,8
83120,Fertilizantes,test,3583.17,206.27,3,3
83121,Sementes,test,14133.16,710.44,9,8
83122,Máquinas,test,59029.92,1166.04,7,2
83123,Fertilizantes,test,7977.24,401.72,7,5
83124,Sementes,test,9960.21,1097.95,8,9
83125,Sementes,test,2549.82,62.28,2,1
83126,Sementes,test,4035.21,202.39,4,3
83127,Defensivos,test,41564.92,2647.49,9,9
83128,Fertilizantes,test,8107.98,452.42,7,6
83129,Máquinas,test,46154.87,6450.01,5,8
83130,Fertilizantes,test,3377.82,355.03,3,5
83131,Defensivos,test,5281.37,221.19,5,4
83132,Sementes,test,6282.08,640.37,6,8
83133,Máquinas,test,130726.0,4939.2,9,7
83134,Máquinas,test,40721.64,2196.92,5,4
83135,Defensivos,test,5318.4,681.99,5,8
83136,Defensivos,test,4046.9,235.95,4,4
83137,Fertilizantes,test,9749.16,1176.48,8,9
83138,Defensivos,test,884.01,42.77,0,0
83139,Máquinas,test,50765.79,2585.43,6,5
83140,Fertilizantes,test,9174.07,594.97,7,7
83141,Fertilizantes,test,14043.79,1661.73,9,9
83142,Sementes,test,5242.78,206.06,6,4
83143,Máquinas,test,10241.91,294.98,1,0
83144,Máquinas,test,31294.79,5068.39,4,7
83145,Defensivos,test,10472.61,1476.94,8,9
83146,Defensivos,test,3911.74,124.5,4,2
83147,Fertilizantes,test,7142.98,494.62,6,6
83148,Máquinas,test,186289.9,4875.22,9,7
83149,Defensivos,test,4727.28,317.31,5,5
83150,Sementes,test,6886.51,118.85,7,2
83151,Máquinas,test,46475.34,4351.24,5,7
83152,Defensivos,test,1613.06,127.01,1,2
83153,Máquinas,test,58618.13,4243.79,6,7
83154,Sementes,test,6118.85,622.96,6,8
83155,Defensivos,test,2213.08,104.52,2,1
83156,Defensivos,test,9845.35,1360.73,8,9
83157,Defensivos,test,3898.68,130.92,4,2
83158,Máquinas,test,31445.43,3704.51,4,6
83159,Fertilizantes,test,15713.81,1124.89,9,9
83160,Defensivos,test,6092.03,683.29,6,8
83161,Fertilizantes,test,2463.58,189.8,2,3
83162,Defensivos,test,11344.89,440.46,8,6
83163,Máquinas,test,43369.95,4259.85,5,7
83164,Sementes,test,4993.2,207.1,5,4
83165,Defensivos,test,6164.99,368.68,6,5
83166,Defensivos,test,2497.16,229.4,2,4
83167,Sementes,test,4498.78,516.66,5,7
83168,Máquinas,test,228791.71,17767.97,9,9
83169,Defensivos,test,10681.26,846.84,8,8
83170,Máquinas,test,49002.54,3323.86,6,6
83171,Defensivos,test,876.4,86.49,0,1
83172,Defensivos,test,5069.49,62.14,5,1
83173,Defensivos,test,4366.19,203.81,4,3
83174,Fertilizantes,test,2756.26,23.6,2,0
83175,Sementes,test,19625.36,2276.87,9,9
83176,Defensivos,test,5371.16,356.89,5,5
83177,Sementes,test,9990.7,1269.6,8,9
83178,Máquinas,test,19003.6,2751.56,2,5
83179,Defensivos,test,4487.09,227.06,4,4
83180,Máquinas,test,7971.5,707.86,0,1
83181,Defensivos,test,4789.61,377.83,5,6
83182,Defensivos,test,12113.68,411.07,8,6
83183,Defensivos,test,3429.02,385.18,3,6
83184,Defensivos,test,1894.89,89.43,1,1
83185,Máquinas,test,47874.61,2365.59,6,5
83186,Máquinas,test,51182.67,1691.93,6,3
83187,Máquinas,test,69699.6,3137.5,7,6
83188,Sementes,test,3835.65,220.8,4,4
83189,Defensivos,test,345.39,25.0,0,0
83190,Sementes,test,5623.21,492.09,6,7
83191,Defensivos,test,8795.72,695.09,7,8
83192,Máquinas,test,17766.07,1617.05,2,3
83193,Sementes,test,3337.93,180.47,3,3
83194,Defensivos,test,9148.55,768.01,8,8
83195,Defensivos,test,4816.34,127.58,5,2
83196,Máquinas,test,76819.05,4542.51,8,7
83197,Máquinas,test,132082.8,8044.11,9,8
83198,Máquinas,test,81567.33,4050.11,8,6
83199,Máquinas,test,50136.96,3175.08,6,6
83200,Máquinas,test,61578.63,4469.07,7,7
83201,Defensivos,test,9181.07,459.09,8,6
